date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:13:22	124988/124988	---M--	200	added ('OK')	text/html	etag:%221e83c-53e37fbb6a8d1%22	https://plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/webfonts/FontAwesome.otf	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/webfonts/FontAwesome.html	(from https://plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/plethora_icons.css?uniqeid=57f6b15aa176a&ver=4.9.5)
18:13:23	152796/152796	---M--	200	added ('OK')	text/html	etag:%22254dc-53e37fbb6d7b1%22	https://plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/webfonts/fontawesome-webfont.ttf	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/webfonts/fontawesome-webfont.html	(from https://plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/plethora_icons.css?uniqeid=57f6b15aa176a&ver=4.9.5)
18:13:23	391622/391622	---M--	200	added ('OK')	image/svg+xml	etag:%225f9c6-53e37fbb6c811%22	https://plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/webfonts/fontawesome-webfont.svg	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/webfonts/fontawesome-webfont.svg	(from https://plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/plethora_icons.css?uniqeid=57f6b15aa176a&ver=4.9.5)
18:13:23	90412/90412	---M--	200	added ('OK')	application/x-font-woff	etag:%221612c-53e37fbb6d7b1%22	https://plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/webfonts/fontawesome-webfont.woff	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/webfonts/fontawesome-webfont.woff	(from https://plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/plethora_icons.css?uniqeid=57f6b15aa176a&ver=4.9.5)
18:13:23	71896/71896	---M--	200	added ('OK')	text/html	etag:%22118d8-53e37fbb6e751%22	https://plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/webfonts/fontawesome-webfont.woff2	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/webfonts/fontawesome-webfont-2.html	(from https://plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/plethora_icons.css?uniqeid=57f6b15aa176a&ver=4.9.5)
18:13:24	91600/91600	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22165d0-53e37fbbb3cb1%22	https://plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/webfonts/webfont-medical-icons.eot	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/webfonts/webfont-medical-icons.eot	(from https://plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/plethora_icons.css?uniqeid=57f6b15aa176a&ver=4.9.5)
18:13:24	91600/91600	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22165d0-53e37fbbb3cb1%22	https://plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/webfonts/webfont-medical-icons.eot?	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/webfonts/webfont-medical-iconsd41d.eot	(from https://plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/plethora_icons.css?uniqeid=57f6b15aa176a&ver=4.9.5)
18:13:25	91456/91456	---M--	200	added ('OK')	application/x-font-woff	etag:%2216540-53e37fbbb7b31%22	https://plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/webfonts/webfont-medical-icons.woff	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/webfonts/webfont-medical-icons.woff	(from https://plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/plethora_icons.css?uniqeid=57f6b15aa176a&ver=4.9.5)
18:13:25	3637/3637	---M--	200	added ('OK')	image/png	etag:%22e35-52db898318019%22	https://plethorathemes.com/healthflex/health-coach/wp-content/themes/healthflex/assets/images/slider-arrows.png	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/themes/healthflex/assets/images/slider-arrows.png	(from https://plethorathemes.com/healthflex/health-coach/wp-content/uploads/wp-less/healthflex/assets/less/style-5444320e80.css)
18:13:25	1188/1188	---M--	200	added ('OK')	image/png	etag:%224a4-52db898318019%22	https://plethorathemes.com/healthflex/health-coach/wp-content/themes/healthflex/assets/images/form-selector-grey.png	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/themes/healthflex/assets/images/form-selector-grey.png	(from https://plethorathemes.com/healthflex/health-coach/wp-content/uploads/wp-less/healthflex/assets/less/style-5444320e80.css)
18:13:25	91380/91380	---M--	200	added ('OK')	text/html	etag:%22164f4-53e37fbbb6b91%22	https://plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/webfonts/webfont-medical-icons.ttf	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/webfonts/webfont-medical-icons.html	(from https://plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/plethora_icons.css?uniqeid=57f6b15aa176a&ver=4.9.5)
18:13:25	606/606	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2002%20May%202018%2012:14:07%20GMT	https://plethorathemes.com/healthflex/health-coach/wp-content/themes/healthflex/assets/less/images/luna-controls-twitter.png	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/themes/healthflex/assets/less/images/luna-controls-twitter.png	(from https://plethorathemes.com/healthflex/health-coach/wp-content/uploads/wp-less/healthflex/assets/less/style-5444320e80.css)
18:13:25	4529/4529	---M--	200	added ('OK')	image/png	etag:%2211b1-5692ca7d0ba9f%22	https://plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/modules/carousel/images/arrows.png	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/modules/carousel/images/arrows.png	(from https://plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/css/jetpack.css?ver=6.0)
18:13:26	10063/10063	---M--	200	added ('OK')	image/png	etag:%22274f-5692ca7d08bbf%22	https://plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/modules/carousel/images/arrows-2x.png	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/modules/carousel/images/arrows-2x.png	(from https://plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/css/jetpack.css?ver=6.0)
18:13:26	1318/1318	---M--	200	added ('OK')	image/png	etag:%22526-5692ca7cfff1f%22	https://plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/modules/carousel/images/carousel-sprite.png?5	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/modules/carousel/images/carousel-spritee4da.png	(from https://plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/css/jetpack.css?ver=6.0)
18:13:26	2076/2076	---M--	200	added ('OK')	image/png	etag:%2281c-5692ca7d0d9df%22	https://plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/modules/carousel/images/carousel-sprite-2x.png?5	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/modules/carousel/images/carousel-sprite-2xe4da.png	(from https://plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/css/jetpack.css?ver=6.0)
18:13:26	281295/281295	---M--	200	added ('OK')	image/svg+xml	etag:%2244acf-53e37fbbb5bf1%22	https://plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/webfonts/webfont-medical-icons.svg	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/webfonts/webfont-medical-icons.svg	(from https://plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/plethora/plethora_icons.css?uniqeid=57f6b15aa176a&ver=4.9.5)
18:13:27	1009/1009	---M--	200	added ('OK')	image/png	etag:%223f1-5692ca80d17bf%22	https://plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/modules/shortcodes/img/slideshow-controls.png	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/modules/shortcodes/img/slideshow-controls.png	(from https://plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/css/jetpack.css?ver=6.0)
18:13:27	1944/1944	---M--	200	added ('OK')	image/png	etag:%22798-5692ca80ce8df%22	https://plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/modules/shortcodes/img/slideshow-controls-2x.png	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/modules/shortcodes/img/slideshow-controls-2x.png	(from https://plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/css/jetpack.css?ver=6.0)
18:13:27	5704/5704	---M--	200	added ('OK')	image/png	etag:%221648-5692ca816109f%22	https://plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/modules/shortcodes/images/slide-nav.png	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/modules/shortcodes/images/slide-nav.png	(from https://plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/css/jetpack.css?ver=6.0)
18:13:27	2039/2039	---M--	200	added ('OK')	image/png	etag:%227f7-5692ca8162fdf%22	https://plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/modules/shortcodes/images/expand.png	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/modules/shortcodes/images/expand.png	(from https://plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/css/jetpack.css?ver=6.0)
18:13:28	2072/2072	---M--	200	added ('OK')	image/png	etag:%22818-5692ca8165ebf%22	https://plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/modules/shortcodes/images/collapse.png	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/modules/shortcodes/images/collapse.png	(from https://plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/css/jetpack.css?ver=6.0)
18:13:28	21370/21370	---M--	200	added ('OK')	image/png	etag:%22508ff2f2-537a%22	https://secure.gravatar.com/images/grav-share-sprite.png	C:/Users/antor/Desktop/web/markethealth.ml/secure.gravatar.com/images/grav-share-sprite.png	(from https://plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/css/jetpack.css?ver=6.0)
18:13:29	2528/2528	---M--	200	added ('OK')	application/json	date:Wed,%2002%20May%202018%2012:14:10%20GMT	https://plethorathemes.com/healthflex/health-coach/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fplethorathemes.com%2Fhealthflex%2Fhealth-coach%2Fabout%2F	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-json/oembed/1.0/embedb4cb.json	(from https://plethorathemes.com/healthflex/health-coach/about/)
18:13:30	2654/2654	---M-Z	200	added ('OK')	text/xml	date:Wed,%2002%20May%202018%2012:14:11%20GMT	https://plethorathemes.com/healthflex/health-coach/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fplethorathemes.com%2Fhealthflex%2Fhealth-coach%2Fabout%2F&format=xml	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-json/oembed/1.0/embed341a	(from https://plethorathemes.com/healthflex/health-coach/about/)
18:13:30	109828/109828	---M--	200	added ('OK')	image/jpeg	etag:%222d7efa8240b8fe87%22	https://i0.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/weight_loss.jpg?fit=860%2C600&amp;ssl=1	C:/Users/antor/Desktop/web/markethealth.ml/i0.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/weight_loss0414.jpg	(from https://plethorathemes.com/healthflex/health-coach/about/)
18:13:31	324/324	---M--	302	error ('Found')	text/html	date:Wed,%2002%20May%202018%2012:14:12%20GMT	http://plethorathemes.com/healthflex/health-coach/profile/mary-menunos/	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/profile/mary-menunos/index.html	(from https://plethorathemes.com/healthflex/health-coach/about/)
18:13:31	77189/77189	---M--	200	added ('OK')	image/jpeg	etag:%22b286825d977e9268%22	https://i2.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/health-coach-profile.jpg?fit=600%2C600&ssl=1	C:/Users/antor/Desktop/web/markethealth.ml/i2.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/health-coach-profile0f1c.jpg	(from https://plethorathemes.com/healthflex/health-coach/about/)
18:13:31	47353/47353	---M--	200	added ('OK')	image/jpeg	etag:%22de2432a27223390e%22	https://i0.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/yoga-instructor.jpg?fit=600%2C600&ssl=1	C:/Users/antor/Desktop/web/markethealth.ml/i0.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/yoga-instructor0f1c.jpg	(from https://plethorathemes.com/healthflex/health-coach/about/)
18:13:32	61741/61741	---M--	200	added ('OK')	image/jpeg	etag:%225b4d60d58de7c36f%22	https://i1.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/fitness_trainer_1-1.jpg?fit=534%2C534&ssl=1	C:/Users/antor/Desktop/web/markethealth.ml/i1.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/fitness_trainer_1-1aa3f.jpg	(from https://plethorathemes.com/healthflex/health-coach/about/)
18:13:33	30979/30979	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2012:14:13%20GMT	https://plethorathemes.com/healthflex/health-coach/profile/elizabeth-lemon/	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/profile/elizabeth-lemon/index.html	(from https://plethorathemes.com/healthflex/health-coach/about/)
18:13:33	75551/75551	---M--	200	added ('OK')	image/jpeg	etag:%22504bf90482e868ff%22	https://i2.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/nutritionist.jpg?fit=600%2C600&ssl=1	C:/Users/antor/Desktop/web/markethealth.ml/i2.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/nutritionist0f1c.jpg	(from https://plethorathemes.com/healthflex/health-coach/about/)
18:13:34	30568/30568	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2012:14:14%20GMT	https://plethorathemes.com/healthflex/health-coach/profile/lisa-starborn/	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/profile/lisa-starborn/index.html	(from https://plethorathemes.com/healthflex/health-coach/about/)
18:13:34	31191/31191	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2012:14:14%20GMT	https://plethorathemes.com/healthflex/health-coach/profile/john-boycot/	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/profile/john-boycot/index.html	(from https://plethorathemes.com/healthflex/health-coach/about/)
18:13:34	27316/27316	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2002%20May%202018%2012:14:15%20GMT	https://plethorathemes.com/healthflex/health-coach/about/static.olark.com/jsclient/loader.js	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/about/static.olark.com/jsclient/loader.89.delayed	(from https://plethorathemes.com/healthflex/health-coach/about/)
18:13:35	66994/66994	---M-Z	200	added ('OK')	application/javascript	etag:%22105b2-52db8abd9c9b9-gzip%22	https://plethorathemes.com/healthflex/health-coach/wp-content/themes/healthflex/includes/core/assets/js/libs/svgloader/snap.svg-min.js?ver=4.9.5	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/themes/healthflex/includes/core/assets/js/libs/svgloader/snap.svg-min55fe.js	(from https://plethorathemes.com/healthflex/health-coach/about/)
18:13:35	2396/2396	---M-Z	200	added ('OK')	application/javascript	etag:%2295c-52db8abd9c9b9-gzip%22	https://plethorathemes.com/healthflex/health-coach/wp-content/themes/healthflex/includes/core/assets/js/libs/svgloader/svgLoader.min.js?ver=4.9.5	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/themes/healthflex/includes/core/assets/js/libs/svgloader/svgLoader.min55fe.js	(from https://plethorathemes.com/healthflex/health-coach/about/)
18:13:35	1584/1584	---M-Z	200	added ('OK')	application/javascript	etag:%22630-52db8abd9c9b9-gzip%22	https://plethorathemes.com/healthflex/health-coach/wp-content/themes/healthflex/includes/core/assets/js/libs/svgloader/loader.min.js?ver=4.9.5	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/themes/healthflex/includes/core/assets/js/libs/svgloader/loader.min55fe.js	(from https://plethorathemes.com/healthflex/health-coach/about/)
18:13:36	2568/2568	---M--	200	added ('OK')	application/json	date:Wed,%2002%20May%202018%2012:14:17%20GMT	https://plethorathemes.com/healthflex/health-coach/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fplethorathemes.com%2Fhealthflex%2Fhealth-coach%2Fwork-with-me%2F	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-json/oembed/1.0/embed750b.json	(from https://plethorathemes.com/healthflex/health-coach/work-with-me/)
18:13:37	2694/2694	---M-Z	200	added ('OK')	text/xml	date:Wed,%2002%20May%202018%2012:14:18%20GMT	https://plethorathemes.com/healthflex/health-coach/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fplethorathemes.com%2Fhealthflex%2Fhealth-coach%2Fwork-with-me%2F&format=xml	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-json/oembed/1.0/embed94f1	(from https://plethorathemes.com/healthflex/health-coach/work-with-me/)
18:13:37	111827/111827	---M--	200	added ('OK')	image/jpeg	etag:%221f4671656255b864%22	https://i1.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/Sports_Nutrition.jpg?fit=800%2C533&amp;ssl=1	C:/Users/antor/Desktop/web/markethealth.ml/i1.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/Sports_Nutrition722a.jpg	(from https://plethorathemes.com/healthflex/health-coach/work-with-me/)
18:13:37	67603/67603	---M--	200	added ('OK')	image/jpeg	etag:%2296e370a086623cf5%22	https://i2.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/success-story-person.jpg?fit=800%2C534&ssl=1	C:/Users/antor/Desktop/web/markethealth.ml/i2.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/success-story-person8fcf.jpg	(from https://plethorathemes.com/healthflex/health-coach/work-with-me/)
18:13:37	65712/65712	---M--	200	added ('OK')	image/jpeg	etag:%22ce8140f163ed639a%22	https://i0.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/group-sessions.jpg?fit=800%2C533&ssl=1	C:/Users/antor/Desktop/web/markethealth.ml/i0.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/group-sessions3de9.jpg	(from https://plethorathemes.com/healthflex/health-coach/work-with-me/)
18:13:38	68289/68289	---M--	200	added ('OK')	image/jpeg	etag:%2231b49be0fd61fdf5%22	https://i2.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/shopping.jpg?fit=600%2C528&	C:/Users/antor/Desktop/web/markethealth.ml/i2.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/shoppinga3d4.jpg	(from https://plethorathemes.com/healthflex/health-coach/work-with-me/)
18:13:38	69319/69319	---M--	200	added ('OK')	image/jpeg	etag:%223ac375b7fb46b487%22	https://i0.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/cooking.jpg?fit=600%2C400&	C:/Users/antor/Desktop/web/markethealth.ml/i0.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/cooking9a2d.jpg	(from https://plethorathemes.com/healthflex/health-coach/work-with-me/)
18:13:38	113663/113663	---M--	200	added ('OK')	image/jpeg	etag:%228d98df51cb49d4d6%22	https://i2.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/excursions.jpg?fit=600%2C400&	C:/Users/antor/Desktop/web/markethealth.ml/i2.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/excursions9a2d.jpg	(from https://plethorathemes.com/healthflex/health-coach/work-with-me/)
18:13:39	109554/109554	---M--	200	added ('OK')	image/jpeg	etag:%2265ecd5791cf8c372%22	https://i0.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/wellness-events.jpg?fit=800%2C534&ssl=1	C:/Users/antor/Desktop/web/markethealth.ml/i0.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/wellness-events8fcf.jpg	(from https://plethorathemes.com/healthflex/health-coach/work-with-me/)
18:13:40	27316/27316	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2002%20May%202018%2012:14:20%20GMT	https://plethorathemes.com/healthflex/health-coach/work-with-me/static.olark.com/jsclient/loader.js	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/work-with-me/static.olark.com/jsclient/loader.js	(from https://plethorathemes.com/healthflex/health-coach/work-with-me/)
18:13:40	2575/2575	---M--	200	added ('OK')	application/json	date:Wed,%2002%20May%202018%2012:14:21%20GMT	https://plethorathemes.com/healthflex/health-coach/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fplethorathemes.com%2Fhealthflex%2Fhealth-coach%2Fsuccess-stories%2F	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-json/oembed/1.0/embed0977.json	(from https://plethorathemes.com/healthflex/health-coach/success-stories/)
18:13:41	2701/2701	---M-Z	200	added ('OK')	text/xml	date:Wed,%2002%20May%202018%2012:14:22%20GMT	https://plethorathemes.com/healthflex/health-coach/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fplethorathemes.com%2Fhealthflex%2Fhealth-coach%2Fsuccess-stories%2F&format=xml	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-json/oembed/1.0/embedb3e7	(from https://plethorathemes.com/healthflex/health-coach/success-stories/)
18:13:42	167223/167223	---M--	200	added ('OK')	image/jpeg	etag:%229dfffff910f1c3f7%22	https://i0.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/slider_3.jpg?fit=1050%2C725&amp;ssl=1	C:/Users/antor/Desktop/web/markethealth.ml/i0.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/slider_31c02.jpg	(from https://plethorathemes.com/healthflex/health-coach/success-stories/)
18:13:42	62592/62592	---M--	200	added ('OK')	image/jpeg	etag:%2207ef7680b3cd588f%22	https://i2.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/03/may-chang.jpg?fit=600%2C600&ssl=1	C:/Users/antor/Desktop/web/markethealth.ml/i2.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/03/may-chang0f1c.jpg	(from https://plethorathemes.com/healthflex/health-coach/success-stories/)
18:13:42	69823/69823	---M--	200	added ('OK')	image/jpeg	etag:%225cebec5bbe8042ed%22	https://i1.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/03/mother-son-cooking.jpg?fit=726%2C484&ssl=1	C:/Users/antor/Desktop/web/markethealth.ml/i1.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/03/mother-son-cookingbdca.jpg	(from https://plethorathemes.com/healthflex/health-coach/success-stories/)
18:13:43	130348/130348	---M--	200	added ('OK')	image/jpeg	etag:%226f7f92c99aaa79a5%22	https://i2.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/03/couple.jpg?fit=800%2C800&ssl=1	C:/Users/antor/Desktop/web/markethealth.ml/i2.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/03/couple230b.jpg	(from https://plethorathemes.com/healthflex/health-coach/success-stories/)
18:13:43	30448/30448	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2012:14:24%20GMT	https://plethorathemes.com/healthflex/health-coach/profile/mey-chang/	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/profile/mey-chang/index.html	(from https://plethorathemes.com/healthflex/health-coach/success-stories/)
18:13:44	30470/30470	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2012:14:25%20GMT	https://plethorathemes.com/healthflex/health-coach/profile/myself/	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/profile/myself/index.html	(from https://plethorathemes.com/healthflex/health-coach/success-stories/)
18:13:45	30354/30354	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2012:14:25%20GMT	https://plethorathemes.com/healthflex/health-coach/profile/edward/	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/profile/edward/index.html	(from https://plethorathemes.com/healthflex/health-coach/success-stories/)
18:13:45	30432/30432	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2012:14:25%20GMT	https://plethorathemes.com/healthflex/health-coach/profile/vera/	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/profile/vera/index.html	(from https://plethorathemes.com/healthflex/health-coach/success-stories/)
18:13:45	27316/27316	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2002%20May%202018%2012:14:25%20GMT	https://plethorathemes.com/healthflex/health-coach/success-stories/static.olark.com/jsclient/loader.js	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/success-stories/static.olark.com/jsclient/loader.9d.delayed	(from https://plethorathemes.com/healthflex/health-coach/success-stories/)
18:13:46	130370/130370	---M--	200	added ('OK')	image/jpeg	etag:%22ce2556a046fa174a%22	https://i1.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/slider_1.jpg?fit=1050%2C700&amp;ssl=1	C:/Users/antor/Desktop/web/markethealth.ml/i1.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/slider_1538e.jpg	(from https://plethorathemes.com/healthflex/health-coach/blog/)
